Source,Target
039389_MS Rep. Nordics - VFSI,Data Platform (DP)
039389_MS Rep. Nordics - VFSI,L0 Supporting Capabilities
039389_MS Rep. Nordics - VFSI,L1 Data Management
039389_MS Rep. Nordics - VFSI,Market Denmark (DK)
039389_MS Rep. Nordics - VFSI,Market Finland (FI)
039389_MS Rep. Nordics - VFSI,Market Norway (NO)
039389_MS Rep. Nordics - VFSI,Market Sweden (SE)
039389_MS Rep. Nordics - VFSI,VFS Canvas Architecture
039391_Data Warehouse NW,019146_BO-InfoView NW
039391_Data Warehouse NW,Data Platform (DP)
039391_Data Warehouse NW,L0 Supporting Capabilities
039391_Data Warehouse NW,L1 Data Management
039391_Data Warehouse NW,Market Belgium (BE)
039391_Data Warehouse NW,Market France (FR)
039391_Data Warehouse NW,Market Ireland (IE)
039391_Data Warehouse NW,Market Netherlands (NL)
039391_Data Warehouse NW,Market United Kingdom (GB)
039391_Data Warehouse NW,VFS Canvas Architecture
039498_Atmosfera,Customer & Partner Engagement
039498_Atmosfera,DEP Lease Loan WHS
039498_Atmosfera,DEP Products
039498_Atmosfera,Digital Engagement Platform (DEP)
039498_Atmosfera,L0 Core Capabilities
039498_Atmosfera,L1 Customer & Partner Support
039498_Atmosfera,L2 Request Capture Management
039498_Atmosfera,L2 Request Escalation Management
039498_Atmosfera,L2 Request Handling Management
039498_Atmosfera,L2 Request Prioritization Management
039498_Atmosfera,L2 Request Resolution Management
039498_Atmosfera,L2 Request Routing Management
039498_Atmosfera,L2 Request Type Management
039498_Atmosfera,L2 Service Management
039498_Atmosfera,L3 Case Management
039498_Atmosfera,L3 Payment Case Management
039498_Atmosfera,Market Bulgaria (BG)
039498_Atmosfera,Market Czech Republic (CZ)
039498_Atmosfera,Market Estonia (EE)
039498_Atmosfera,Market Hungary (HU)
039498_Atmosfera,Market Latvia (LV)
039498_Atmosfera,Market Lithuania (LT)
039498_Atmosfera,Market Poland (PL)
039498_Atmosfera,Market Slovakia (SK)
039498_Atmosfera,VFS Canvas Architecture
039501_Atori,019256_Vienna
039501_Atori,060215_Charisma EMEA
039501_Atori,L0 Supporting Capabilities
039501_Atori,L1 Document Management
039501_Atori,Market Austria (AT)
039501_Atori,Market Germany (DE)
039501_Atori,Market Switzerland (CH)
039501_Atori,Unknown
039501_Atori,VFS Canvas Architecture
039897_1S ErnstYoung,Business Engine Platform (BEP)
039897_1S ErnstYoung,Finance Platform
039897_1S ErnstYoung,L0 Strategy Capabilities
039897_1S ErnstYoung,L1 Finance
039897_1S ErnstYoung,Market Ukraine (UA)
039897_1S ErnstYoung,VFS Canvas Architecture
039922_Adramatch Nordic,Commercial Services & Products Operations
039922_Adramatch Nordic,L0 Core Capabilities
039922_Adramatch Nordic,L1 Commercial Operations
039922_Adramatch Nordic,L2 Payment Management
039922_Adramatch Nordic,Market Denmark (DK)
039922_Adramatch Nordic,Market Finland (FI)
039922_Adramatch Nordic,Market Norway (NO)
039922_Adramatch Nordic,Market Sweden (SE)
039922_Adramatch Nordic,Unknown
039922_Adramatch Nordic,VFS Canvas Architecture
04 Can You Meet My Need?,05 Expertise & Transparency
04 Contract Initiation - Preparing Contract,04.01 Approve Credit Application Submission
04 Contract Initiation - Preparing Contract,04.02 Dispatch the Documents
04 Contract Initiation - Preparing Contract,04.03 Receipt of Original Documents
04 Contract Initiation - Preparing Contract,04.04 Approve Contract Template
04 Contract Initiation - Preparing Contract,04.05 Verify Contract Information
04 Contract Initiation - Preparing Contract,04.06 Verify Title Information
04 Contract Initiation - Preparing Contract,04.07 Approve Contract Documents
04 Contract Initiation - Preparing Contract,04.08 Contract Draft
04 Interact with Dealer / VFS to Initiate Discussion,04 Can You Meet My Need?
04 Interact with Dealer / VFS to Initiate Discussion,05 Sit Down to Discuss Offer and Financing
04 Profile Check,Ability to integrate (API) with Agencies (e.g. Probe) to import Customer ratings rationale data from agency website (check with CRISIL(?) and others allow integration)
04 Quotation,04.01 Customer Early Termination (no auto quotation) on request
04 Quotation,"04.02 Dealer/VCE buy back ET quotation (ET amount include overdue pricipal, AR interest, ODI, Charge, Ownership Fee), to be automatically generated."
04 Quotation,"04.03 Dealer/VCE purchase, according FMV(Fair Market Value) to generate the ET quotation,to be automatically generated."
"04 UBO Check via UBO Register, Credit Bureau or D&B with Selection Criteria",05 Retrieve UBOs on File from External UBO Register
04.01 Approve Credit Application Submission,04.02 Dispatch the Documents
04.02 Dispatch the Documents,04.03 Receipt of Original Documents
040353_CTSIENSAOL,Commercial Services & Products Operations
040353_CTSIENSAOL,L0 Core Capabilities
040353_CTSIENSAOL,L1 Commercial Operations
040353_CTSIENSAOL,L2 Contract Management
040353_CTSIENSAOL,Market Brazil (BR)
040353_CTSIENSAOL,Unknown
040353_CTSIENSAOL,VFS Canvas Architecture
041639_Invoicing VFS Nordic,Business Engine Platform (BEP)
041639_Invoicing VFS Nordic,Commercial Services & Products Operations
041639_Invoicing VFS Nordic,Finance Platform
041639_Invoicing VFS Nordic,L0 Core Capabilities
041639_Invoicing VFS Nordic,L1 Commercial Operations
041639_Invoicing VFS Nordic,L2 Invoice Management
041639_Invoicing VFS Nordic,Market Belarus (BY)
041639_Invoicing VFS Nordic,Market Denmark (DK)
041639_Invoicing VFS Nordic,Market Finland (FI)
041639_Invoicing VFS Nordic,Market Kazakhstan (KZ)
041639_Invoicing VFS Nordic,Market Montenegro (ME)
041639_Invoicing VFS Nordic,Market North Macedonia (MK)
041639_Invoicing VFS Nordic,Market Norway (NO)
041639_Invoicing VFS Nordic,Market Serbia (RS)
041639_Invoicing VFS Nordic,Market Sweden (SE)
041639_Invoicing VFS Nordic,VFS Canvas Architecture
042031_Concur,Employee - MEX
042031_Concur,Market Mexico (MX)
042718_CTMIU,L0 Strategy Capabilities
042718_CTMIU,L1 Finance
042718_CTMIU,Market Brazil (BR)
042718_CTMIU,Unknown
042718_CTMIU,VFS Canvas Architecture
042764_Self Billers,Commercial Services & Products Operations
042764_Self Billers,L0 Core Capabilities
042764_Self Billers,L1 Commercial Operations
042764_Self Billers,L2 Invoice Management
042764_Self Billers,Market Ireland (IE)
042764_Self Billers,Market United Kingdom (GB)
042767_VFS NW Homepage,Market France (FR)
042767_VFS NW Homepage,Market Netherlands (NL)
042767_VFS NW Homepage,Market United Kingdom (GB)
042767_VFS NW Homepage,Unknown
042767_VFS NW Homepage,VFS Canvas Architecture
042768_VFS NW IT Call Log,Customer & Partner Engagement
042768_VFS NW IT Call Log,L0 Core Capabilities
042768_VFS NW IT Call Log,L1 Customer & Partner Support
042768_VFS NW IT Call Log,L2 Service Management
042768_VFS NW IT Call Log,Market Belgium (BE)
042768_VFS NW IT Call Log,Market France (FR)
042768_VFS NW IT Call Log,Market Germany (DE)
042768_VFS NW IT Call Log,Market Netherlands (NL)
042768_VFS NW IT Call Log,Market Switzerland (CH)
042768_VFS NW IT Call Log,Market United Kingdom (GB)
042768_VFS NW IT Call Log,Unknown
042768_VFS NW IT Call Log,VFS Canvas Architecture
042937_CC Extensions Upload,Commercial Services & Products Operations
042937_CC Extensions Upload,L0 Core Capabilities
042937_CC Extensions Upload,L1 Commercial Operations
042937_CC Extensions Upload,L2 Contract Management
042937_CC Extensions Upload,Market United Kingdom (GB)
042943_RFL - Road Fund License,Commercial Services & Products Operations
042943_RFL - Road Fund License,L0 Core Capabilities
042943_RFL - Road Fund License,L1 Commercial Operations
042943_RFL - Road Fund License,L2 Contract Management
042943_RFL - Road Fund License,Market United Kingdom (GB)
042946_Terminations SS,Commercial Services & Products Operations
042946_Terminations SS,L0 Core Capabilities
042946_Terminations SS,L1 Commercial Operations
042946_Terminations SS,L2 Contract Management
042946_Terminations SS,Market United Kingdom (GB)
042950_TSA Uploads,Commercial Services & Products Operations
042950_TSA Uploads,L0 Core Capabilities
042950_TSA Uploads,L1 Commercial Operations
042950_TSA Uploads,L2 Contract Management
042950_TSA Uploads,Market Ireland (IE)
042950_TSA Uploads,Market United Kingdom (GB)
042951_Wholesale Converter,Commercial Services & Products Operations
042951_Wholesale Converter,L0 Core Capabilities
042951_Wholesale Converter,L1 Commercial Operations
042951_Wholesale Converter,L2 Contract Management
042951_Wholesale Converter,Market Netherlands (NL)
042951_Wholesale Converter,Market United Kingdom (GB)
043958_CTPORTALNEWPAGE,Market Brazil (BR)
043958_CTPORTALNEWPAGE,Unknown
043958_CTPORTALNEWPAGE,VFS Canvas Architecture
044361_CTCONTROLWEB,Market Brazil (BR)
044843_Japan Lease Vision CMS,BEP Lease Loan WHS
044843_Japan Lease Vision CMS,BEP Products
044843_Japan Lease Vision CMS,Business Engine Platform (BEP)
044843_Japan Lease Vision CMS,Commercial Services & Products Operations
044843_Japan Lease Vision CMS,Customer & Partner Engagement
044843_Japan Lease Vision CMS,L0 Core Capabilities
044843_Japan Lease Vision CMS,L0 Supporting Capabilities
044843_Japan Lease Vision CMS,L1 Commercial Operations
044843_Japan Lease Vision CMS,L1 Customer & Partner Support
044843_Japan Lease Vision CMS,L1 Customer Relationship Management
044843_Japan Lease Vision CMS,L1 Document Management
044843_Japan Lease Vision CMS,L2 Asset Management
044843_Japan Lease Vision CMS,L2 Collection Management
044843_Japan Lease Vision CMS,L2 Contract Management
044843_Japan Lease Vision CMS,L2 Invoice Management
044843_Japan Lease Vision CMS,L2 Payment Management
044843_Japan Lease Vision CMS,L2 Service Management
044843_Japan Lease Vision CMS,Market Japan (JP)
044843_Japan Lease Vision CMS,VFS Canvas Architecture
046223_VFS Americas Finasist,Commercial Services & Products Operations
046223_VFS Americas Finasist,Customer & Partner Engagement
046223_VFS Americas Finasist,L0 Core Capabilities
046223_VFS Americas Finasist,L1 Commercial Operations
046223_VFS Americas Finasist,L1 Customer Relationship Management
046223_VFS Americas Finasist,L1 Sales
046223_VFS Americas Finasist,L2 Contract Management
046223_VFS Americas Finasist,L2 Credit & Risk Management
046223_VFS Americas Finasist,L2 Invoice Management
046223_VFS Americas Finasist,L2 Payment Management
046223_VFS Americas Finasist,L2 Quote Management
046223_VFS Americas Finasist,Market Mexico (MX)
046480_VFS DCS,002575_VFS China CMS
046480_VFS DCS,072424_VFS China CSG
046480_VFS DCS,08.02.04 FC Collection Reports & Call Results to DCS
046480_VFS DCS,Call overdue customer and record in DCS
046480_VFS DCS,Commercial Services & Products Operations
046480_VFS DCS,Customer & Partner Engagement
046480_VFS DCS,DEP Channels
046480_VFS DCS,DEP Channels - Dealer
046480_VFS DCS,Digital Engagement Platform (DEP)
046480_VFS DCS,Direct Debit
046480_VFS DCS,Field Collection Office (FCO) - China
046480_VFS DCS,L0 Core Capabilities
046480_VFS DCS,L1 Commercial Operations
046480_VFS DCS,L1 Customer Relationship Management
046480_VFS DCS,L2 Collection Management
046480_VFS DCS,Market China (CN-AFC)
046480_VFS DCS,Market China (CN-FLC)
046480_VFS DCS,Phone Collector - China
046480_VFS DCS,Upload Clearance  Report
046480_VFS DCS,VFS Canvas Architecture
046861_India VFSOne CMS,073029_VFS Navision
046861_India VFSOne CMS,082497_VFS DBB (Data Backbone)
046861_India VFSOne CMS,120951_India eNACH mandate registration system
046861_India VFSOne CMS,BEP Lease Loan WHS
046861_India VFSOne CMS,BEP Products
046861_India VFSOne CMS,Business Engine Platform (BEP)
046861_India VFSOne CMS,Commercial Services & Products Operations
046861_India VFSOne CMS,Customer & Partner Engagement
046861_India VFSOne CMS,India VFSOne Collection Module
046861_India VFSOne CMS,L0 Core Capabilities
046861_India VFSOne CMS,L0 Supporting Capabilities
046861_India VFSOne CMS,L1 Commercial Operations
046861_India VFSOne CMS,L1 Customer & Partner Support
046861_India VFSOne CMS,L1 Customer Relationship Management
046861_India VFSOne CMS,L1 Document Management
046861_India VFSOne CMS,L2 Asset Management
046861_India VFSOne CMS,L2 Collection Management
046861_India VFSOne CMS,L2 Contract Management
046861_India VFSOne CMS,L2 Invoice Management
046861_India VFSOne CMS,L2 Payment Management
046861_India VFSOne CMS,L2 Repossession Management
046861_India VFSOne CMS,L2 Service Management
046861_India VFSOne CMS,Maintenance Contract Mgmt (to-be)
046861_India VFSOne CMS,Market India (IN)
046861_India VFSOne CMS,Mobility for Collection
046861_India VFSOne CMS,Operating Lease Mgmt (to-be)
046861_India VFSOne CMS,Syndication/Co-Lending (to-be)
046861_India VFSOne CMS,VFS Canvas Architecture
05 Capital Markets - Syndication,Syndication
05 Contract Initiation - Activating Contract,05.01 Activating Contract and Funding
05 Contract Initiation - Activating Contract,05.02 Verify Insurance Information and Insurance Renewal
05 Expertise & Transparency,06 Getting the Right Deal
05 Restructure,"05.01 FC/CSO can generate resturcture caculation, so they can inform customer the correct resturcture information, if customer agree, then FC/CSO can upload GPS info screen shot, payment record, input apply forms and input comments,  then send this resturcture request to manager for approval, then manager can get a reminder for review and approve, after manager approval, manager send request to RISK, RISK approved,  then FC/CSO can get a reminder too, FC/CSO contact customer for collecting money and aggreement, then FC/CSO inform operation officer to do resturcture in CMS. Such work flow is expected to be handled by system"
05 Retrieve UBOs on File from External UBO Register,06 Get List of UBOs into UBO Module
05 Sit Down to Discuss Offer and Financing,05 Expertise & Transparency
05 Sit Down to Discuss Offer and Financing,06 Receive Finance Quote
05.01 Activating Contract and Funding,05.01.01 Input Contract Information
05.01 Activating Contract and Funding,05.01.02 Approve Contract Activation
05.01 Activating Contract and Funding,05.01.03 Approve Funding
05.01 Activating Contract and Funding,05.01.04 Funding
05.01 Activating Contract and Funding,05.01.05 Signature of the Contract by VFS
05.01 Activating Contract and Funding,05.01.06 Sending Documents
05.01.01 Input Contract Information,05.01.02 Approve Contract Activation
05.01.02 Approve Contract Activation,05.01.03 Approve Funding
05.01.03 Approve Funding,05.01.04 Funding
05.01.04 Funding,05.01.05 Signature of the Contract by VFS
05.01.05 Signature of the Contract by VFS,05.01.06 Sending Documents
05.02 Verify Insurance Information and Insurance Renewal,05.02.01 Input Insurance Information
05.02 Verify Insurance Information and Insurance Renewal,05.02.02 Apply for being Insured
05.02 Verify Insurance Information and Insurance Renewal,05.02.03 Verify Insurance Information
05.02 Verify Insurance Information and Insurance Renewal,05.02.04 File Orginal Insurance Policy
05.02 Verify Insurance Information and Insurance Renewal,05.02.05 Insurance Renewal Management
05.02.01 Input Insurance Information,05.02.02 Apply for being Insured
05.02.02 Apply for being Insured,05.02.03 Verify Insurance Information
05.02.03 Verify Insurance Information,05.02.04 File Orginal Insurance Policy
05.02.04 File Orginal Insurance Policy,05.02.05 Insurance Renewal Management
050562_Invoicing Solution,039501_Atori
050562_Invoicing Solution,Business Engine Platform (BEP)
050562_Invoicing Solution,Commercial Services & Products Operations
050562_Invoicing Solution,Finance Platform
050562_Invoicing Solution,L0 Core Capabilities
050562_Invoicing Solution,L1 Commercial Operations
050562_Invoicing Solution,L2 Invoice Management
050562_Invoicing Solution,Market Austria (AT)
050562_Invoicing Solution,Market Belgium (BE)
050562_Invoicing Solution,Market France (FR)
050562_Invoicing Solution,Market Germany (DE)
050562_Invoicing Solution,Market Ireland (IE)
050562_Invoicing Solution,Market Netherlands (NL)
050562_Invoicing Solution,Market Slovenia (SL)
050562_Invoicing Solution,Market Switzerland (CH)
050562_Invoicing Solution,Market United Kingdom (GB)
050562_Invoicing Solution,VFS Canvas Architecture
051810_AUTBANK,078815_Parts and Services Financing
051810_AUTBANK,BEP Lease Loan WHS
051810_AUTBANK,BEP Products
051810_AUTBANK,Business Engine Platform (BEP)
051810_AUTBANK,Commercial Services & Products Operations
051810_AUTBANK,Customer & Partner Engagement
051810_AUTBANK,L0 Core Capabilities
051810_AUTBANK,L0 Supporting Capabilities
051810_AUTBANK,L1 Commercial Operations
051810_AUTBANK,L1 Customer Relationship Management
051810_AUTBANK,L1 Sales
051810_AUTBANK,L2 Asset Management
